variable,date,value1,value2,value3,value4,value5,value6
Transpiration2, 4 Sep 1990, 0.51777,0.36462,0.22125,0.34749,0.33705,0.00000
Transpiration3, 4 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 5 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 5 Sep 1990, 0.44740,0.34619,0.21508,0.33444,0.32927,0.00000
Transpiration3, 5 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 6 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 6 Sep 1990, 0.39164,0.31189,0.20467,0.31735,0.31729,0.00000
Transpiration3, 6 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 7 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 7 Sep 1990, 0.34229,0.28161,0.19382,0.30119,0.30589,0.00000
Transpiration3, 7 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 8 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 8 Sep 1990, 0.29558,0.25466,0.18290,0.28591,0.29502,0.00000
Transpiration3, 8 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 9 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 9 Sep 1990, 0.25253,0.23054,0.17215,0.27145,0.28465,0.00000
Transpiration3, 9 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,10 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,10 Sep 1990, 0.20732,0.20879,0.16172,0.25776,0.27475,0.00000
Transpiration3,10 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,11 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,11 Sep 1990, 0.15897,0.18909,0.15169,0.24480,0.26529,0.00000
Transpiration3,11 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,12 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,12 Sep 1990, 0.11182,0.17123,0.14212,0.23253,0.25624,0.00000
Transpiration3,12 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,13 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,13 Sep 1990, 0.73417,0.39015,0.13815,0.21561,0.24153,0.00000
Transpiration3,13 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,14 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,14 Sep 1990, 0.65256,0.42022,0.19554,0.17549,0.19838,0.00000
Transpiration3,14 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,15 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,15 Sep 1990, 0.60417,0.50136,0.31543,0.20714,0.23325,0.00000
Transpiration3,15 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,16 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,16 Sep 1990, 0.48202,0.45536,0.34563,0.20162,0.22557,0.00000
Transpiration3,16 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,17 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,17 Sep 1990, 0.45146,0.39803,0.33549,0.19612,0.21820,0.00000
Transpiration3,17 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,18 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,18 Sep 1990, 0.39269,0.35806,0.30854,0.19006,0.21115,0.00000
Transpiration3,18 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,19 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,19 Sep 1990, 0.33829,0.32316,0.28376,0.18363,0.20438,0.00000
Transpiration3,19 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,20 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,20 Sep 1990, 0.29599,0.29245,0.26107,0.17699,0.19788,0.00000
Transpiration3,20 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,21 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,21 Sep 1990, 0.48051,0.29523,0.24137,0.17029,0.19165,0.00000
Transpiration3,21 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,22 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,22 Sep 1990, 0.41346,0.27205,0.22329,0.16362,0.18566,0.00000
Transpiration3,22 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,23 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,23 Sep 1990, 0.35503,0.24932,0.20658,0.15704,0.17991,0.00000
Transpiration3,23 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,24 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,24 Sep 1990, 0.29392,0.22756,0.19112,0.15059,0.17438,0.00000
Transpiration3,24 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,25 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,25 Sep 1990, 0.24994,0.20741,0.17681,0.14431,0.16906,0.00000
Transpiration3,25 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,26 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,26 Sep 1990, 0.23166,0.18920,0.16358,0.13822,0.16395,0.00000
Transpiration3,26 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,27 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,27 Sep 1990, 0.18613,0.17230,0.15135,0.13233,0.15903,0.00000
Transpiration3,27 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,28 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,28 Sep 1990, 0.13171,0.15660,0.14004,0.12665,0.15429,0.00000
Transpiration3,28 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,29 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,29 Sep 1990, 0.08159,0.14211,0.12958,0.12120,0.14974,0.00000
Transpiration3,29 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,30 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,30 Sep 1990, 0.05635,0.12890,0.11991,0.11596,0.14535,0.00000
Transpiration3,30 Sep 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 1 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 1 Oct 1990, 0.02969,0.11683,0.11097,0.11094,0.14112,0.00000
Transpiration3, 1 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 2 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 2 Oct 1990, 0.00000,0.10566,0.10270,0.10615,0.13705,0.00000
Transpiration3, 2 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 3 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 3 Oct 1990, 0.00000,0.09513,0.09504,0.10157,0.13313,0.00000
Transpiration3, 3 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 4 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 4 Oct 1990, 0.00000,0.08525,0.08795,0.09719,0.12935,0.00000
Transpiration3, 4 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 5 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 5 Oct 1990, 0.00000,0.07599,0.08138,0.09303,0.12571,0.00000
Transpiration3, 5 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 6 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 6 Oct 1990, 0.27424,0.07152,0.07534,0.08906,0.12219,0.00000
Transpiration3, 6 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 7 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 7 Oct 1990, 0.21762,0.06668,0.06977,0.08528,0.11881,0.00000
Transpiration3, 7 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 8 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 8 Oct 1990, 0.15778,0.06130,0.06463,0.08168,0.11554,0.00000
Transpiration3, 8 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 9 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 9 Oct 1990, 0.63777,0.21573,0.06243,0.07828,0.11239,0.00000
Transpiration3, 9 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,10 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,10 Oct 1990, 0.50811,0.26782,0.06209,0.07508,0.10935,0.00000
Transpiration3,10 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,11 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,11 Oct 1990, 0.72100,0.42449,0.09134,0.07230,0.10641,0.00000
Transpiration3,11 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,12 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,12 Oct 1990, 0.63399,0.47391,0.16462,0.07048,0.10358,0.00000
Transpiration3,12 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,13 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,13 Oct 1990, 0.50542,0.44239,0.20744,0.06943,0.10085,0.00000
Transpiration3,13 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,14 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,14 Oct 1990, 0.43073,0.38448,0.20919,0.06851,0.09821,0.00000
Transpiration3,14 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,15 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,15 Oct 1990, 0.37437,0.34165,0.19718,0.06743,0.09567,0.00000
Transpiration3,15 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,16 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,16 Oct 1990, 0.39517,0.30765,0.18485,0.06622,0.09321,0.00000
Transpiration3,16 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,17 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,17 Oct 1990, 0.32479,0.27706,0.17263,0.06487,0.09084,0.00000
Transpiration3,17 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,18 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,18 Oct 1990, 0.25289,0.24940,0.16078,0.06344,0.08854,0.00000
Transpiration3,18 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,19 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,19 Oct 1990, 0.21416,0.22487,0.14945,0.06193,0.08633,0.00000
Transpiration3,19 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,20 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,20 Oct 1990, 1.08199,0.51850,0.24059,0.06185,0.08419,0.00000
Transpiration3,20 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,21 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,21 Oct 1990, 0.78410,0.58160,0.38774,0.06578,0.08212,0.00000
Transpiration3,21 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,22 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,22 Oct 1990, 0.97653,0.70307,0.48993,0.13748,0.08021,0.00000
Transpiration3,22 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,23 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,23 Oct 1990, 0.66585,0.65740,0.52588,0.23395,0.07859,0.00000
Transpiration3,23 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,24 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,24 Oct 1990, 0.51407,0.55863,0.50662,0.31107,0.07730,0.00000
Transpiration3,24 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,25 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,25 Oct 1990, 0.44678,0.44478,0.46309,0.35054,0.07625,0.00000
Transpiration3,25 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,26 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,26 Oct 1990, 0.37654,0.38669,0.41426,0.35241,0.07525,0.00000
Transpiration3,26 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,27 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,27 Oct 1990, 0.30641,0.35207,0.37577,0.33449,0.07418,0.00000
Transpiration3,27 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,28 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,28 Oct 1990, 0.23531,0.32029,0.34251,0.31673,0.07306,0.00000
Transpiration3,28 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,29 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,29 Oct 1990, 0.16422,0.29140,0.31325,0.29946,0.07189,0.00000
Transpiration3,29 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,30 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,30 Oct 1990, 0.10389,0.26529,0.28719,0.28284,0.07068,0.00000
Transpiration3,30 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,31 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,31 Oct 1990, 0.07481,0.24168,0.26380,0.26698,0.06945,0.00000
Transpiration3,31 Oct 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 1 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 1 Nov 1990, 0.04925,0.22027,0.24267,0.25191,0.06820,0.00000
Transpiration3, 1 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 2 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 2 Nov 1990, 0.02665,0.20082,0.22348,0.23762,0.06694,0.00000
Transpiration3, 2 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 3 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 3 Nov 1990, 0.00000,0.18259,0.20600,0.22413,0.06567,0.00000
Transpiration3, 3 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 4 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 4 Nov 1990, 0.00000,0.16545,0.19002,0.21140,0.06441,0.00000
Transpiration3, 4 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 5 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 5 Nov 1990, 0.72833,0.39112,0.18361,0.19952,0.06316,0.00000
Transpiration3, 5 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 6 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 6 Nov 1990, 0.52102,0.42322,0.20640,0.18887,0.06192,0.00000
Transpiration3, 6 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 7 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 7 Nov 1990, 0.43000,0.37928,0.20417,0.17900,0.06069,0.00000
Transpiration3, 7 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 8 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 8 Nov 1990, 0.36489,0.33710,0.19361,0.16969,0.05948,0.00000
Transpiration3, 8 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 9 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 9 Nov 1990, 0.31213,0.30125,0.18243,0.16087,0.05829,0.00000
Transpiration3, 9 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,10 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,10 Nov 1990, 0.43794,0.27997,0.17149,0.15253,0.05711,0.00000
Transpiration3,10 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,11 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,11 Nov 1990, 0.42147,0.26153,0.16099,0.14464,0.05596,0.00000
Transpiration3,11 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,12 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,12 Nov 1990, 0.33911,0.23821,0.15079,0.13717,0.05483,0.00000
Transpiration3,12 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,13 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,13 Nov 1990, 0.25597,0.21579,0.14095,0.13010,0.05372,0.00000
Transpiration3,13 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,14 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,14 Nov 1990, 0.17627,0.19494,0.13153,0.12342,0.05264,0.00000
Transpiration3,14 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,15 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,15 Nov 1990, 0.19080,0.17666,0.12259,0.11710,0.05158,0.00000
Transpiration3,15 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,16 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,16 Nov 1990, 0.33764,0.16360,0.11422,0.11113,0.05053,0.00000
Transpiration3,16 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,17 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,17 Nov 1990, 0.25164,0.15000,0.10635,0.10550,0.04952,0.00000
Transpiration3,17 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,18 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,18 Nov 1990, 0.17633,0.13653,0.09897,0.10017,0.04852,0.00000
Transpiration3,18 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,19 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,19 Nov 1990, 0.10726,0.12371,0.09204,0.09515,0.04755,0.00000
Transpiration3,19 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,20 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,20 Nov 1990, 0.04008,0.11177,0.08555,0.09041,0.04660,0.00000
Transpiration3,20 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,21 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,21 Nov 1990, 0.00000,0.10058,0.07947,0.08594,0.04567,0.00000
Transpiration3,21 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,22 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,22 Nov 1990, 0.00000,0.09005,0.07379,0.08172,0.04477,0.00000
Transpiration3,22 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,23 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,23 Nov 1990, 0.00000,0.07978,0.06847,0.07774,0.04388,0.00000
Transpiration3,23 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,24 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,24 Nov 1990, 0.00000,0.06982,0.06349,0.07400,0.04302,0.00000
Transpiration3,24 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,25 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,25 Nov 1990, 0.00000,0.06017,0.05882,0.07046,0.04218,0.00000
Transpiration3,25 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,26 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,26 Nov 1990, 0.00000,0.05080,0.05446,0.06713,0.04135,0.00000
Transpiration3,26 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,27 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,27 Nov 1990, 0.00000,0.04171,0.05037,0.06399,0.04055,0.00000
Transpiration3,27 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,28 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,28 Nov 1990, 0.00000,0.03291,0.04654,0.06103,0.03977,0.00000
Transpiration3,28 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,29 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,29 Nov 1990, 0.00000,0.02434,0.04296,0.05825,0.03901,0.00000
Transpiration3,29 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,30 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,30 Nov 1990, 0.00000,0.01630,0.03960,0.05562,0.03826,0.00000
Transpiration3,30 Nov 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 1 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 1 Dec 1990, 0.00000,0.00906,0.03646,0.05315,0.03753,0.00000
Transpiration3, 1 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 2 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 2 Dec 1990, 0.00000,0.00254,0.03353,0.05082,0.03682,0.00000
Transpiration3, 2 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 3 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 3 Dec 1990, 0.00000,0.00068,0.03083,0.04862,0.03613,0.00000
Transpiration3, 3 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 4 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 4 Dec 1990, 1.02652,0.41079,0.03827,0.04662,0.03546,0.00000
Transpiration3, 4 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 5 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 5 Dec 1990, 0.67636,0.49719,0.13450,0.04556,0.03480,0.00000
Transpiration3, 5 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 6 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 6 Dec 1990, 0.47596,0.46260,0.19784,0.04545,0.03416,0.00000
Transpiration3, 6 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 7 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 7 Dec 1990, 0.38205,0.38808,0.20621,0.04554,0.03353,0.00000
Transpiration3, 7 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 8 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 8 Dec 1990, 0.29136,0.34247,0.19443,0.04545,0.03293,0.00000
Transpiration3, 8 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 9 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 9 Dec 1990, 0.20454,0.30416,0.18211,0.04517,0.03233,0.00000
Transpiration3, 9 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,10 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,10 Dec 1990, 0.13222,0.27146,0.16984,0.04472,0.03176,0.00000
Transpiration3,10 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,11 Dec 1990, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,11 Dec 1990, 0.84542,0.46612,0.21916,0.04502,0.03119,0.00000
